"contacts","social","laws","citizenship","workpermit","employment","attitude","reputation","destination","candidate","id","gender","age","children","educ","prewar","satisfaction","migmotivation","miglikely","prefchar","prefcountry","incentivised","t_choice"
"Other Syrians","Free housing","Ban on immigration from Muslim countries","After 5 years","After 12 months","3 in 4 Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",0,2,23,"Female","18 - 29","No","Bachelor's degree (4-year)","0",5,1,2,"Employment / career opportunities","Canada","0","17.672"
"Friends","No minimum wage","No religious bans","After 3 years","After 12 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Welcoming to foreigners",1,2,27,NA,"18 - 29","No","Some college but no degree","0",2,3,4,"Education opportunities","Canada","0","19.907"
"Family","Generous support for refugees","No religious bans","After 3 years","After 3 months","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Good country for Syrians",0,2,28,"Male","40-49","Yes","Less than high school degree","0",7,1,NA,"Citizenship and rights","UK","0","22.723"
"Friends","No minimum wage","Ban on nikab and burka in public","After 5 years","After 12 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Welcoming to foreigners",0,2,29,"Male","18 - 29","No","Some college but no degree","0",2,1,3,"Citizenship and rights","UK","0","101.327"
"Friends","Generous support for refugees","Ban on nikab and burka in public","After 8 years","Immediately","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",1,2,32,"Male","18 - 29","No","High school graduate (Baccalaureate / Tawjihi)","0",2,1,NA,"Good reputation","Canada","0","37.945"
"Other Syrians","No minimum wage","Ban on hijab in schools","After 8 years","After 12 months","Half of all Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Good country for Syrians",1,2,33,"Male","40-49","Yes","Bachelor's degree (4-year)","0",7,3,6,"Citizenship and rights","UK","0","35.475"
"No contacts","No minimum wage","Ban on nikab and burka in public","After 3 years","After 12 months","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Welcoming to foreigners",0,2,35,"Male","18 - 29","No","Bachelor's degree (4-year)","1",2,1,NA,"Citizenship and rights","USA","0","25.149"
"No contacts","Free housing","Ban on hijab in schools","After 8 years","After 3 months","Half of all Syrians employed after one year","3 in 4 people support taking in refugees","Bad country for Syrians",0,2,39,"Male","40-49","Yes","Less than high school degree","0",8,4,3,"Citizenship and rights","Canada","0","144.843"
"No contacts","Free housing","Ban on immigration from Muslim countries","After 3 years","After 3 months","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",0,2,40,"Male","30-39","Yes","Bachelor's degree (4-year)","0",5,3,NA,"Employment / career opportunities","Canada","0","135.974"
"Family","Free housing","Ban on hijab in schools","After 5 years","Immediately","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",0,2,43,"Male","30-39","Yes","Less than high school degree","0",2,1,NA,"Asylum policies (e.g. family reunification, resettlement)","Germany","0","76.298"
"Friends","Generous support for refugees","Ban on hijab in schools","After 3 years","Immediately","3 in 4 Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Welcoming to foreigners",0,2,44,"Male","18 - 29","No","Some college but no degree","0",5,1,5,"Asylum policies (e.g. family reunification, resettlement)","Canada","0","127.158"
"Family","Free housing","Ban on immigration from Muslim countries","After 8 years","After 12 months","3 in 4 Syrians unemployed after one year","3 in 4 people support taking in refugees","Welcoming to foreigners",1,2,45,"Male","30-39","Yes","Bachelor's degree (4-year)","0",2,1,5,"Asylum policies (e.g. family reunification, resettlement)","USA","0","63.672"
"Other Syrians","Free housing","Ban on immigration from Muslim countries","After 3 years","After 3 months","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Good country for Syrians",1,2,47,"Male","18 - 29","No","Bachelor's degree (4-year)","0",4,3,6,"Education opportunities","Germany","0","52.932"
"Other Syrians","No minimum wage","Ban on hijab in schools","After 5 years","After 12 months","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",1,2,50,"Female","40-49","No","Bachelor's degree (4-year)","0",5,6,6,"Asylum policies (e.g. family reunification, resettlement)","Other / Prefer not to answer","0","5.087"
"No contacts","Free housing","No religious bans","After 8 years","Immediately","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Good country for Syrians",0,2,52,"Male","40-49","Yes","Less than high school degree","0",NA,1,6,"Asylum policies (e.g. family reunification, resettlement)","Canada","0","5.583"
"Other Syrians","Free housing","Ban on nikab and burka in public","After 8 years","After 12 months","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",1,2,53,"Male","30-39","Yes","Some college but no degree","0",4,1,3,"Asylum policies (e.g. family reunification, resettlement)","Canada","0","4.577"
"No contacts","Generous support for refugees","No religious bans","After 8 years","Immediately","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Welcoming to foreigners",1,2,56,"Male","18 - 29","No","High school graduate (Baccalaureate / Tawjihi)","0",2,1,3,"Education opportunities","Canada","0","466.259"
"Family","Free housing","Ban on hijab in schools","After 5 years","Immediately","3 in 4 Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",0,2,57,"Male",NA,NA,"Diploma or technical certificate (2-year)",NA,8,4,3,"Social benefits and healthcare","UK","0","6.957"
"No contacts","No minimum wage","Ban on nikab and burka in public","After 3 years","After 3 months","1 in 4 Syrians employed after one year","1 in 4 people oppose taking in refugees","Welcoming to foreigners",1,2,58,"Male","40-49","Yes","Less than high school degree","0",4,3,4,"Language and culture","Canada","0","13.917"
"Friends","Free healthcare","Ban on nikab and burka in public","After 5 years","After 3 months","Half of all Syrians unemployed after one year","3 in 4 people support taking in refugees","Has many well-known brands",0,2,60,"Male","30-39","Yes","Diploma or technical certificate (2-year)","1",NA,1,NA,"Friends / family / relatives in the country","Germany","0","29.894"
"No contacts","Generous support for refugees","Ban on nikab and burka in public","After 5 years","Immediately","3 in 4 Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",1,2,64,"Male","30-39","Yes","Some college but no degree","0",7,1,NA,"Citizenship and rights","USA","0","93.698"
"Family","Generous support for refugees","Ban on immigration from Muslim countries","After 8 years","After 3 months","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",1,2,65,"Male","30-39","Yes","High school graduate (Baccalaureate / Tawjihi)","0",4,1,NA,"Education opportunities","Canada","0","73.84"
"No contacts","Generous support for refugees","Ban on immigration from Muslim countries","After 3 years","After 3 months","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Good country for Syrians",0,2,68,"Male","18 - 29","No","Bachelor's degree (4-year)","0",7,1,4,"Citizenship and rights","Canada","0","55.261"
"No contacts","Free healthcare","Ban on immigration from Muslim countries","After 8 years","After 3 months","Half of all Syrians unemployed after one year","3 in 4 people support taking in refugees","Has many well-known brands",1,2,70,"Male","18 - 29","No","Less than high school degree","0",8,1,5,"Friends / family / relatives in the country","Canada","0","13.844"
"Family","Free healthcare","Ban on nikab and burka in public","After 5 years","Immediately","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",1,2,72,"Male","30-39","Yes","High school graduate (Baccalaureate / Tawjihi)","0",4,1,2,"Citizenship and rights","UK","0","11.419"
"Family","No minimum wage","Ban on hijab in schools","After 3 years","After 12 months","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",0,2,73,"Female","18 - 29","Yes","High school graduate (Baccalaureate / Tawjihi)","0",4,1,3,"Education opportunities","UK","0","6.843"
"No contacts","Generous support for refugees","No religious bans","After 3 years","After 12 months","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Good country for Syrians",1,2,76,"Male","30-39","Yes","High school graduate (Baccalaureate / Tawjihi)","0",7,1,6,"Employment / career opportunities","UK","0","45.215"
"Family","No minimum wage","No religious bans","After 8 years","After 12 months","Half of all Syrians unemployed after one year","3 in 4 people support taking in refugees","Has many well-known brands",0,2,80,"Male",NA,NA,"Some college but no degree",NA,4,1,3,"Language and culture","Other / Prefer not to answer","0","2.546"
"Other Syrians","Free housing","Ban on hijab in schools","After 3 years","After 12 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Welcoming to foreigners",1,2,81,"Male","30-39","No","Bachelor's degree (4-year)","0",7,1,5,"Citizenship and rights","Canada","0","2.422"
"Other Syrians","Free healthcare","Ban on immigration from Muslim countries","After 3 years","After 3 months","Half of all Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",0,2,83,"Male","18 - 29","No","Bachelor's degree (4-year)","0",2,1,2,"Citizenship and rights","Germany","0","1.962"
"Other Syrians","No minimum wage","No religious bans","After 8 years","After 3 months","1 in 4 Syrians employed after one year","Half the population supports restricting immigration of Muslims","Good country for Syrians",1,2,86,"Male","40-49","Yes","Master's degree or higher","1",7,1,4,"Citizenship and rights","USA","0","53.981"
